Date (UTC),Tx Hash,Block,Gas (ETH),Gas (USD),APY Before %,APY After %,APY Δ (pp)
03-10-2025 17:00,0x008ea4a2d5e0dd3d484bdab48ed32aad9aa98fbcba8e1c216d716aad9a97be0a,23498606,0.0013693472560465,6.215955965896821,6.212581789934567,7.214194877118626,1.001613087184059
03-10-2025 19:49,0x5e4fffedc03858e1c303f03e8369ea0c8adc3b72b703b9c41fb6ede6e5efba4f,23499449,0.0004188749606238,1.8940081303208216,5.686206332346097,7.654038598183059,1.9678322658369627
03-10-2025 19:49,0x17dcc010ac7c37c25d29d93352c937189c7544678dd1da4d417f1bd19ac358c8,23499451,0.0005407497204427,2.445083767866748,7.654052608173126,8.950882967642647,1.2968303594695207
03-10-2025 20:23,0x6a4f6e81c8a7908e174e16950f9a63bdd81f934dbc050865e9cb78a8328724f2,23499617,0.0005701703755462,2.5779799520760025,9.708475710215794,10.056132982457315,0.3476572722415234
04-10-2025 03:04,0x30106fc83ef851c7c90b5055cd9651ae91bc3ea83829873d4e8580e78f130636,23501608,0.0004976450271338,2.2256135666435,8.424099612458361,8.612102942826759,0.1880033303683976
04-10-2025 04:22,0xba96fe7d8c4fb498f9e4b8279ef33bf1790492350dae0e1b30dda50c517f0e16,23502000,0.0004601957141855,2.0650942778121952,8.613680415350437,9.02588326374416,0.4122028483937239
04-10-2025 06:03,0x8ddcc02124fd7df4a16c4458aeaa09f2da755f274861da83a971c026c7d7460d,23502500,0.0004677582349261,2.107232138013044,9.326445153249022,9.508348034141228,0.1819028808922063
04-10-2025 08:59,0xc2db6896e740e009ed45d68f9a5d239bb2802f24eedbcf3081ef424d10fe2d79,23503373,0.0005233618526516,2.3556150634552204,8.560557647123016,8.942378054197242,0.3818204070742261
04-10-2025 09:02,0x03fc0e57ccf6a02870cf7109c51e5a3e877b1d480890d26fe35f763dc6adb113,23503388,0.000612293041373,2.749844786388886,5.83118177209203,6.8911699305373215,1.0599881584452913
04-10-2025 09:04,0xde1096c0e902f94c8284366b66005bd64a73d5b4bace8d88fe2a6054a5e04e20,23503397,0.0007033611648556,3.1588371930365846,6.251553547864647,6.525062483727874,0.2735089358632265
04-10-2025 09:20,0xc76b2d92672ce6dd31aa954b986e25ca6031ea5148da3c3dcabd5a214f5c704d,23503480,0.0006034512463053,2.7101357542322853,6.497752034290295,6.740899356822732,0.2431473225324367
04-10-2025 10:03,0x7f1a4588d52b989048dda985d5e60a416068bf95dcc3b32a98cb901977452b4c,23503695,0.0005947243859566,2.67106349770284,6.401863090486878,6.599905473374817,0.1980423828879391
04-10-2025 11:13,0x79b0d9245458cb9431918a42581f333d88f908aed8c4a2a7219fbf3b209d3889,23504041,0.0005930736875221,2.6625677933152576,6.305078707046378,6.458077715951442,0.1529990089050645
