date,vault_name,vault_address,underlying_token,daily_apy_pct
2025-09-23,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,7.365576354116361
2025-09-24,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,7.481509938354501
2025-09-25,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,6.505591132528603
2025-09-26,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,5.847006717778837
2025-09-27,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,7.477432325151955
2025-09-28,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,7.085304580986444
2025-09-29,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,6.8892017349409045
2025-09-30,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,7.199576396271396
2025-10-01,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,7.276201307124394
2025-10-02,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,7.001900867592139
2025-10-03,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,7.30407242250112
2025-10-04,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,7.353268867604875
2025-10-05,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,6.347693952334443
2025-10-06,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,6.361567437253341
2025-10-07,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,6.5434646476183325
2025-10-08,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,7.0378753091010475
2025-10-09,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,7.51232129950496
2025-10-10,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,7.259492356195552
2025-10-11,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,6.493062981623072
2025-10-12,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,7.995313574381201
2025-10-13,kpk USDC Prime,0xe108fbc04852B5df72f9E44d7C29F47e7A993aDd,USDC,6.4256568521999835
2025-09-01,Gauntlet USDT Prime,0x8CB3649114051cA5119141a34C200D65dc0Faa73,USDT,3.4990941372509665
2025-09-02,Gauntlet USDT Prime,0x8CB3649114051cA5119141a34C200D65dc0Faa73,USDT,3.63674494101038
2025-09-03,Gauntlet USDT Prime,0x8CB3649114051cA5119141a34C200D65dc0Faa73,USDT,4.029038019653442
2025-09-04,Gauntlet USDT Prime,0x8CB3649114051cA5119141a34C200D65dc0Faa73,USDT,3.742270949590991
